anime_id,anime_name,genres,type,number_of_episodes,rating,total_views,production_cost,total_box_office
98951,Boku no Kanojo ga Majime Sugiru Shoujo Bitch na Ken,"Comedy, Ecchi, Romance",TV,10,58,58013,250000,47.0
99088,PLUTO,"Action, Mystery, Psychological, Sci-Fi",ONA,8,84,57998,100000,8.0
20517,Gochuumon wa Usagi desu ka?,Slice of Life,TV,12,73,57811,250000,35.0
101361,Tenrou: Sirius the Jaeger,"Action, Supernatural",TV,12,68,57772,300000,48.0
97617,Isekai Shokudou,"Fantasy, Slice of Life",TV,12,71,57770,200000,14.0
18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,"Comedy, Ecchi, Fantasy, Romance",TV,12,64,57759,200000,44.0
13655,Little Busters!,"Comedy, Drama, Slice of Life, Supernatural",TV,26,71,57672,100000,46.0
111428,Maou-jou de Oyasumi,"Comedy, Fantasy, Slice of Life",TV,12,78,57577,250000,36.0
98505,Princess Principal,"Action, Adventure, Sci-Fi",TV,12,75,57568,300000,45.0
98549,Poputepipikku,Comedy,TV,12,68,57446,100000,37.0
110733,Zombie Land Saga: Revenge,"Comedy, Music, Supernatural",TV,12,79,57415,250000,24.0
9379,Denpa Onna to Seishun Otoko,"Comedy, Slice of Life",TV,12,68,57323,150000,52.0
14837,Dragon Ball Z: Kami to Kami,"Action, Adventure, Comedy, Sci-Fi",MOVIE,1,71,57315,300000,15.0
13667,ROAD TO NINJA: NARUTO THE MOVIE,"Action, Adventure",MOVIE,1,73,57289,250000,15.0
139648,Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,"Action, Adventure, Fantasy, Romance",TV,13,73,57173,250000,19.0
10396,Ben-To,"Action, Comedy, Ecchi",TV,12,68,57162,150000,13.0
104217,Wotaku ni Koi wa Muzukashii OVA,"Comedy, Romance, Slice of Life",OVA,3,79,57095,150000,31.0
21769,"Yahari Ore no Seishun Love Come wa Machigatteiru. Zoku: Kitto, Onnanoko wa Osatou to Spice to Suteki na Nanika de Dekiteiru","Comedy, Romance, Slice of Life",OVA,1,78,57071,200000,21.0
153629,Tensei Oujo to Tensai Reijou no Mahou Kakumei,"Fantasy, Romance",TV,12,75,57017,300000,12.0
137908,Chiyu Mahou no Machigatta Tsukaikata,"Action, Fantasy",TV,13,76,57006,250000,8.0
126288,Sasaki to Miyano,"Comedy, Romance, Slice of Life",TV,12,81,56921,100000,20.0
87486,Boku no Hero Academia: Sukue! Kyuujo Kunren!,"Action, Adventure, Comedy, Supernatural",OVA,1,70,56913,150000,27.0
20984,Okusama ga Seitokaichou!,"Comedy, Ecchi, Romance",TV_SHORT,12,61,56905,100000,32.0
552,Digimon Adventure,"Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi",TV,54,75,56816,150000,23.0
9181,Motto To LOVE-Ru,"Comedy, Ecchi, Romance, Sci-Fi",TV,12,68,56789,250000,44.0
21296,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,"Drama, Romance, Slice of Life",MOVIE,1,69,56713,100000,28.0
104462,Toaru Kagaku no Railgun T,"Action, Sci-Fi",TV,25,81,56621,100000,18.0
104463,Toaru Kagaku no Accelerator,"Action, Sci-Fi",TV,12,69,56473,250000,20.0
16706,Kami nomi zo Shiru Sekai: Megami-hen,"Comedy, Romance, Supernatural",TV,12,78,56440,300000,21.0
11285,Black★Rock Shooter (TV),"Action, Drama, Fantasy, Psychological, Slice of Life",TV,8,63,56381,300000,22.0
97815,Fate/Grand Order: First Order,"Action, Fantasy",SPECIAL,1,65,56349,200000,26.0
155211,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou Yakusai-hen,"Action, Adventure, Comedy, Fantasy, Romance",TV,11,82,56334,250000,21.0
106319,"Hachi-nan tte, Sore wa Nai deshou!","Adventure, Fantasy",TV,12,61,56199,250000,54.0
144553,Saikyou Onmyouji no Isekai Tenseiki,"Action, Adventure, Fantasy, Romance, Supernatural",TV,13,71,56159,100000,12.0
4214,Rosario to Vampire Capu2,"Comedy, Ecchi, Fantasy, Romance",TV,13,64,56152,250000,37.0
131773,Wonder Egg Priority: Tokubetsu-hen,"Action, Drama, Fantasy, Mystery, Psychological, Sci-Fi, Thriller",SPECIAL,1,49,56117,200000,30.0
19111,Love Live! School idol project 2nd Season,"Music, Slice of Life",TV,13,76,56092,300000,32.0
20963,Kyoukai no Kanata: I''LL BE HERE - Mirai-hen,"Action, Drama, Fantasy, Romance, Slice of Life, Supernatural",MOVIE,1,79,56071,150000,37.0
21887,Fuuka,"Drama, Ecchi, Music, Romance",TV,12,60,56009,300000,8.0
17247,Machine-Doll wa Kizutsukanai,"Action, Ecchi, Fantasy",TV,12,66,55947,100000,40.0
14199,Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne!,"Comedy, Ecchi, Romance",TV,12,60,55819,250000,44.0
20595,Mushishi Zoku Shou,"Adventure, Fantasy, Mystery, Psychological, Slice of Life, Supernatural",TV,10,86,55714,300000,55.0
21714,Flip Flappers,"Action, Adventure, Comedy, Fantasy, Mahou Shoujo, Psychological, Sci-Fi",TV,13,74,55685,300000,17.0
141821,Mato Seihei no Slave,"Action, Adventure, Drama, Ecchi, Fantasy, Romance",TV,12,67,55642,300000,48.0
101166,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka: Orion no Ya,"Action, Adventure, Comedy, Fantasy, Romance",MOVIE,1,72,55624,150000,23.0
97682,Zero kara Hajimeru Mahou no Sho,"Action, Drama, Fantasy",TV,12,67,55618,100000,27.0
10790,Kore wa Zombie desu ka? of the Dead,"Action, Comedy, Ecchi, Supernatural",TV,10,71,55448,250000,57.0
416,Kurenai no Buta,"Action, Adventure, Comedy, Drama, Romance",MOVIE,1,78,55435,150000,16.0
145728,Ookami to Koushinryou: MERCHANT MEETS THE WISE WOLF,"Adventure, Fantasy, Romance",TV,25,78,55420,300000,22.0
98572,Himouto! Umaru-chan R,"Comedy, Slice of Life",TV,12,71,55316,250000,49.0
21269,SERVAMP,"Action, Supernatural",TV,12,65,55254,300000,57.0
141534,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2 - Eris no Goblin Toubatsu,"Adventure, Drama, Fantasy",SPECIAL,1,78,55246,250000,36.0
146493,Ragna Crimson,"Action, Adventure, Fantasy, Mystery",TV,24,73,55162,250000,39.0
143277,Urusei Yatsura (2022),"Comedy, Romance, Sci-Fi, Supernatural",TV,23,72,55152,250000,22.0
100178,Liz to Aoi Tori,"Drama, Music, Slice of Life",MOVIE,1,82,55103,250000,48.0
145260,Kuro no Shoukanshi,"Action, Adventure, Fantasy",TV,12,70,55039,200000,37.0
1281,Gakkou no Kaidan,"Horror, Mystery, Supernatural",TV,19,74,54962,300000,13.0
127090,Isekai Meikyuu de Harem wo,"Drama, Ecchi, Fantasy, Romance",TV,12,63,54918,150000,22.0
8516,Baka to Test to Shoukanjuu Ni!,"Comedy, Romance, Slice of Life",TV,13,73,54913,300000,45.0
16664,Kaguya-hime no Monogatari,"Drama, Fantasy, Romance",MOVIE,1,81,54851,250000,29.0
20514,PSYCHO-PASS Movie,"Action, Sci-Fi",MOVIE,1,75,54796,200000,12.0
114862,Log Horizon: Entaku Houkai,"Action, Adventure, Comedy, Fantasy",TV,12,69,54793,200000,46.0
104252,"Maou-sama, Retry!","Action, Adventure, Comedy, Fantasy",TV,12,62,54651,100000,42.0
98977,Itsudatte Bokura no Koi wa 10 cm Datta.,"Drama, Romance, Slice of Life",TV,6,72,54575,200000,13.0
20599,Soredemo Sekai wa Utsukushii,"Adventure, Fantasy, Romance",TV,12,72,54575,150000,46.0
117533,Hataraku Saibou BLACK,"Action, Drama, Sci-Fi",TV,13,73,54512,250000,11.0
114840,Koi to Yobu ni wa Kimochi Warui,"Comedy, Romance, Slice of Life",ONA,12,68,54276,300000,53.0
146850,Isekai Nonbiri Nouka,"Fantasy, Slice of Life",TV,12,74,54192,200000,29.0
21378,Masou Gakuen HxH,"Action, Comedy, Ecchi, Fantasy, Romance, Sci-Fi",TV,12,55,54160,200000,37.0
101972,Modao Zushi,"Action, Adventure, Drama, Fantasy, Mystery, Supernatural",ONA,15,82,54116,150000,33.0
21256,Dimension W,"Action, Sci-Fi",TV,12,68,53981,150000,59.0
20913,K: RETURN OF KINGS,"Action, Supernatural",TV,13,73,53911,150000,35.0
20853,Aldnoah.Zero 2,"Action, Mecha, Sci-Fi",TV,12,65,53899,100000,34.0
102680,Watashi ni Tenshi ga Maiorita!,"Comedy, Slice of Life",TV,12,70,53778,150000,41.0
170,SLAM DUNK,"Comedy, Drama, Slice of Life, Sports",TV,101,83,53744,300000,37.0
14353,Death Billiards,"Drama, Mystery, Psychological, Thriller",MOVIE,1,76,53741,150000,13.0
101231,Shikioriori,"Drama, Romance, Slice of Life",MOVIE,3,69,53672,250000,18.0
99698,Ousama Game The Animation,"Drama, Horror, Mystery, Supernatural",TV,12,45,53663,150000,19.0
20627,Seiken Tsukai no World Break,"Action, Ecchi, Fantasy, Romance, Supernatural",TV,12,63,53602,200000,18.0
3782,Kara no Kyoukai: Satsujin Kousatsu (Zen),"Action, Mystery, Romance, Supernatural, Thriller",MOVIE,1,75,53469,100000,58.0
160188,Suki na Ko ga Megane wo Wasureta,"Comedy, Romance",TV,13,68,53381,200000,15.0
861,xxxHOLiC,"Comedy, Drama, Horror, Mystery, Psychological, Supernatural",TV,24,76,53374,150000,47.0
110178,Isekai Quartet 2,"Comedy, Fantasy, Slice of Life",TV_SHORT,12,72,53349,300000,16.0
20521,Hamatora THE ANIMATION,"Comedy, Drama, Mystery",TV,12,68,53333,150000,17.0
131548,Akebi-chan no Sailor Fuku,Slice of Life,TV,12,75,53100,150000,33.0
123802,Seijo no Maryoku wa Bannou desu,"Fantasy, Romance, Slice of Life",TV,12,71,53008,300000,56.0
20771,"Ore ga Ojou-sama Gakkou ni ""Shomin Sample"" Toshite Gets-Sareta Ken","Comedy, Ecchi, Romance",TV,12,63,52984,150000,16.0
10030,Bakuman. 2,"Comedy, Drama, Romance, Slice of Life",TV,25,81,52866,100000,51.0
6573,DARKER THAN BLACK: Ryuusei no Gemini,"Action, Mystery, Psychological, Sci-Fi, Supernatural",TV,12,70,52856,100000,12.0
4059,"CLANNAD: Mou Hitotsu no Sekai, Tomoyo-hen","Drama, Romance, Slice of Life",OVA,1,76,52835,200000,54.0
122052,Kaizoku Oujo,"Action, Adventure, Romance",TV,12,69,52822,150000,14.0
115740,Kamitachi ni Hirowareta Otoko,"Adventure, Fantasy, Slice of Life",TV,12,68,52754,150000,45.0
128545,Shiroi Suna no Aquatope,"Drama, Slice of Life, Supernatural",TV,24,72,52644,100000,41.0
19703,Kyousougiga (TV),"Action, Fantasy, Supernatural",TV,10,75,52539,200000,54.0
18689,Diamond no Ace,Sports,TV,75,80,52318,100000,13.0
97663,Knights & Magic,"Action, Fantasy, Mecha",TV,13,67,52265,150000,33.0
136707,Isekai Yakkyoku,Fantasy,TV,12,72,52175,250000,35.0
129192,"Tensei Kenja no Isekai Life: Daini no Shokugyo wo Ete, Sekai Saikyou ni Narimashita","Action, Adventure, Comedy, Fantasy",TV,12,61,52116,300000,39.0
127271,Ryuu to Sobakasu no Hime,"Drama, Music, Mystery, Sci-Fi",MOVIE,1,73,52055,300000,56.0
101571,Aggressive Retsuko,"Comedy, Music, Slice of Life",ONA,10,74,52006,200000,23.0
